Name,DOB,Email,phone_number,Country,location,Address,Education,Gender,Zip_Code,skillsofusers,File_path
Thomas Davis,03-03-1996,john65@example.org,675.842.7445x60573,Seychelles,"New Joseton, NY",77290 Dodson Estates Suite 860,Bachelors,Female,49499,"['communication', 'cd', 'excel', 'adaptability', 'networking', 'microsoft excel', 'training', 'sales', 'customer service']",archive (5)/data/data/APPAREL/16500168.pdf
Pamela Rogers,10-04-1970,mark01@example.org,(271)702-1953x432,Bulgaria,"Glendaborough, NY",80038 Veronica Cliff,Masters,Female,31027,"['communication', 'monitoring', 'analytical skills', 'research', 'marketing', 'relationship building', 'training', 'sales']",archive (5)/data/data/CONSTRUCTION/25656981.pdf
Robert Chavez,07-08-1982,collinsrobin@example.org,(213)354-1337x78278,Reunion,"Devonfort, WV",255 Wade Underpass,Masters,Female,68318,"['excel', 'gpa', 'team building', 'automation', 'teamwork', 'marketing', 'training', '3d printing', 'google sheets', 'communication', 'negotiation', 'collaboration', 'puppet', 'workflow management', 'html', 'css', 'base', 'research', 'sales']",archive (5)/data/data/DESIGNER/26496059.pdf
Stephen Mullins,03-02-1972,iwallace@example.com,+1-259-390-2265x5053,Antarctica (the territory South of 60 deg S),"Barnesmouth, HI",534 Gary Divide,Bachelors,Male,1987,"['communication', 'mentoring', 'leadership', 'problem solving', 'marketing', 'relationship building', 'business development', 'client feedback', 'training', 'sales', 'kpi']",archive (5)/data/data/DIGITAL-MEDIA/17132168.pdf
Ryan Castillo,11-02-1994,maryhenderson@example.com,727-326-5945x5507,Brazil,"Dukebury, WA",8201 Casey Dam,Bachelors,Other,62955,"['Research', 'leadership']",archive (5)/data/data/HEALTHCARE/15680735.pdf
Eric Garcia,29-09-1976,bduke@example.net,(688)941-7605,New Caledonia,"North Lukeborough, IL",493 Rogers Port,Bachelors,Other,68528,"['communication', 'process improvement', 'team leadership', 'budgeting', 'leadership', 'base', 'risk management', 'marketing', 'project management', 'business development', 'training', 'conflict resolution', 'security', 'sales']",archive (5)/data/data/BUSINESS-DEVELOPMENT/31813535.pdf
Mary Vaughn,18-10-1980,iforbes@example.net,(214)297-8300x04152,Guinea-Bissau,"Martinezstad, ME",469 Roberts Station,Bachelors,Other,35956,"['network security', 'monitoring', 'problem solving', 'Security', 'security', 'Monitoring']",archive (5)/data/data/PUBLIC-RELATIONS/28531493.pdf
Kylie Martinez,25-04-1968,pking@example.org,+1-619-282-6625x6350,Albania,"New Jonathanshire, UT",71324 Hoffman Spurs Suite 581,Masters,Other,19518,['training'],archive (5)/data/data/ENGINEERING/10030015.pdf
James Brooks,28-07-1973,taylormaria@example.net,(598)278-6603,Malaysia,"Port Anthonyberg, VA",8932 Freeman Forks Apt. 755,Bachelors,Male,71085,"['critical thinking', 'time management', 'security', 'go', 'monitoring', 'database management', 'negotiation', 'marketing', 'decision making', 'active listening', 'training', 'sales', 'persuasion']",archive (5)/data/data/SALES/16121015.pdf
Alan Elliott,13-05-1990,xcruz@example.com,358-480-9710x19203,Vanuatu,"East Katie, GA",60408 Patrick Circles Apt. 111,Bachelors,Male,2035,"['communication', 'critical thinking', 'excel', 'cad', 'budgeting', 'leadership', 'microsoft excel', 'project management', 'gpa']",archive (5)/data/data/ENGINEERING/36517781.pdf
Sara Williams,02-10-1971,lisa81@example.com,793.749.0425,Central African Republic,"Monroeland, NY",93527 Sullivan Locks,Masters,Other,25515,"['Java', 'HTML', 'Security', 'Automation', 'OS', 'CSS', 'sql']",archive (5)/data/data/CONSTRUCTION/14585273.pdf
Robert Conley,27-05-1971,ashley72@example.net,330-855-6173x426,Finland,"New Julie, MS",219 Andrew Village,Bachelors,Female,61119,"['communication', 'time management', 'base', 'training', 'sales', 'customer service']",archive (5)/data/data/ADVOCATE/97405769.pdf
Michael Harrell,23-12-2003,emilyjohnson@example.com,001-580-678-7413x096,Senegal,"East George, NJ",86077 Wallace Prairie,Masters,Male,3477,['communication'],archive (5)/data/data/DESIGNER/16288901.pdf
John Brock,03-04-1981,maciasnicholas@example.org,623-217-5117,Uruguay,"Amberfort, KY",36859 Jennifer Valley Apt. 033,Bachelors,Other,28358,"['rdbms', 'database management', 'unix', 'linux', 'budgeting', 'san', 'training', 'security', 'sql', 'communication', 'organizational development', 'leadership', 'project management', 'collaboration', 'os', 'ai', 'go', 'research', 'organizational leadership', 'nas', 'network attached storage', 'service excellence', 'customer service', 'storage area network']",archive (5)/data/data/INFORMATION-TECHNOLOGY/17111768.pdf
Jeffrey Hall,06-11-1978,josephjohnson@example.com,001-442-301-4674x069,Philippines,"Anthonyland, NJ",520 Melinda Point,Bachelors,Female,23660,"['Training', 'CAD', 'cad', 'Monitoring', 'Sales', 'Research', 'base', 'Excel', 'Automation', 'negotiation', 'marketing', 'supply chain Management', 'training', 'sales', 'customer service']",archive (5)/data/data/HR/27490876.pdf
Jessica Rowe,26-10-1993,bradypatrick@example.org,(534)410-0881x81004,Peru,"North Kyle, VT",06052 Carol Spurs,Bachelors,Female,84588,"['networking', 'leadership', 'base', 'negotiation', 'marketing', 'business development', 'training', 'sales', 'customer retention']",archive (5)/data/data/BUSINESS-DEVELOPMENT/39875803.pdf
Cody Pratt,20-06-1993,kaylamitchell@example.com,862-610-8632x01099,Faroe Islands,"North Anna, DC",5199 Nunez Mission Suite 126,Masters,Male,56601,"['Javascript', 'MVC', 'Java', 'Sales', 'Operating System', 'JavaScript', 'IDE', 'Js', 'java', 'sales']",archive (5)/data/data/APPAREL/27099856.pdf
Jeffrey Bennett,23-06-1974,johnsonrandy@example.com,+1-242-224-5942x30945,Martinique,"Troyville, AZ",118 Hunter Ford,Bachelors,Female,91590,"['communication', 'gpa', 'networking', 'leadership', 'base', 'research', 'marketing', 'business development', 'training', 'sales', 'organizational skills', 'sales management']",archive (5)/data/data/BUSINESS-DEVELOPMENT/47067533.pdf
Lucas Davis,02-05-1970,jareddunn@example.org,310-353-2829x848,United Kingdom,"East Stacey, MT",28582 Gonzales Mountain,Masters,Male,78965,"['communication', 'security', 'leadership', 'incident management', 'research', 'problem solving', 'collaboration', 'cultural awareness', 'training', 'sales', 'customer service']",archive (5)/data/data/AUTOMOBILE/22732234.pdf
Lisa Rose,11-01-1996,collinscassandra@example.org,001-431-759-0539x6710,Senegal,"Wardtown, WY",05435 Barbara Ways,Bachelors,Other,27610,"['Python', 'Numpy', 'Tensorflow', 'OS', 'C++']",archive (5)/data/data/ACCOUNTANT/18132924.pdf
Susan Morris,27-07-1982,ruthfletcher@example.com,787.857.9589x338,Monaco,"West Mary, MI",5806 Michael Islands,Masters,Male,24522,"['communication', 'organizational skills', 'leadership', 'base', 'problem solving', 'interpersonal skills', 'marketing', 'strategic planning', 'training', 'sales', 'customer retention', 'customer service']",archive (5)/data/data/FITNESS/38108845.pdf
Erica Kelly,25-03-1968,marydennis@example.com,001-714-953-5988x6140,Moldova,"Ashleyport, MP",3457 Rebecca Land Apt. 669,Masters,Female,50835,"['spark', 'base', 'training', 'sales', 'matlab']",archive (5)/data/data/ENGINEERING/43752620.pdf
Karen Mcdowell,12-05-1986,meganpaul@example.org,690-891-1955x26241,Holy See (Vatican City State),"Michelestad, GA",2575 Brown Crest,Masters,Male,12415,"['monitoring', 'public relations', 'budgeting', 'teamwork', 'leadership', 'base', 'marketing', 'bi', 'public speaking', 'program development', 'training']",archive (5)/data/data/PUBLIC-RELATIONS/14966165.pdf
Brittany Baldwin,07-11-1966,emccoy@example.org,(891)241-5157x5548,Portugal,"Kellyton, MD",431 Curtis Light,Bachelors,Male,92513,"['Communication', 'Sales', 'marketing', 'sales', 'sales management']",archive (5)/data/data/CONSTRUCTION/28803888.pdf
Sarah Peterson,03-03-2003,alicia97@example.com,+1-614-564-9256x1734,Equatorial Guinea,"West Tabithatown, MD",722 Burgess Mission Apt. 431,Masters,Male,73449,"['excel', 'go', 'chef', 'problem solving', 'employee relations', 'strategic planning', 'client relations', 'training', 'customer service']",archive (5)/data/data/CHEF/23841877.pdf
Evan Alvarez,20-12-1964,zpatel@example.net,+1-823-879-5649x42745,Brazil,"North Brooke, UT",852 Robles Causeway Suite 502,Bachelors,Male,81347,"['performance management', 'security', 'organizational effectiveness', 'leadership', 'crisis management', 'problem solving', 'negotiation', 'training', 'sales']",archive (5)/data/data/HR/52979663.pdf
Patrick Williams,07-07-1994,angeladillon@example.com,960-875-5853x0467,Bangladesh,"Hornfort, NV",17661 Douglas Corner Suite 593,Masters,Female,83429,['communication'],archive (5)/data/data/BANKING/23323001.pdf
Connor Hobbs,04-09-1993,zmorgan@example.net,833.906.0309x430,Kenya,"Port Stacyville, ID",635 David Circles,Bachelors,Other,52160,"['excel', 'javascript', 'agile', 'sdlc', 'gpa', 'mvc', 'c++', 'security', 'sql', 'ide', 'xml', 'software development life cycle', 'smtp', 'java', 'go', 'html', 'research', 'scrum', 'operating system', 'css', 'svn']",archive (5)/data/data/INFORMATION-TECHNOLOGY/26746496.pdf
Stuart Miller,21-09-1966,tommy73@example.net,###############################################################################################################################################################################################################################################################,Gibraltar,"Nicholaschester, FL",299 Victoria Lodge,Masters,Other,44584,"['communication', 'gpa', 'excel', 'interpersonal skills', 'training', 'sales', 'customer service']",archive (5)/data/data/APPAREL/30430249.pdf
Jennifer Padilla,19-02-1987,hthomas@example.org,###############################################################################################################################################################################################################################################################,Switzerland,"Hayesfurt, OK",53738 Carla Keys Apt. 207,Bachelors,Other,780,"['automation', 'Scripting', 'Collaboration', 'Ansible', 'Java', 'Jenkins', 'CD', 'subversion', 'Software Development Life Cycle', 'GIT', 'Shell Scripting', 'base', 'Security', 'Automation', 'marketing', 'sales', 'Linux']",archive (5)/data/data/INFORMATION-TECHNOLOGY/25857360.pdf
William Hughes,29-05-2004,ryansmith@example.net,(630)332-5195x9282,Serbia,"Timothymouth, NH",7298 Harper Parkway Suite 097,Masters,Male,19206,"['linux', 'budgeting', 'teamwork', 'san', 'security', 'training', 'sql', 'data security', 'communication', 'leadership', 'project management', 'resource management', 'os', 'networking', 'research', 'nas', 'network attached storage', 'voip', 'storage area network']",archive (5)/data/data/INFORMATION-TECHNOLOGY/18301617.pdf
Amber Phillips,26-06-1963,normacarter@example.com,+1-214-390-5570x821,Indonesia,"East Brittney, WV",5098 Timothy Extensions Apt. 461,Masters,Other,12917,"['salesforce', 'excel', 'security', 'marketing strategy', 'networking', 'base', 'google analytics', 'research', 'interpersonal skills', 'marketing', 'training', 'sales']",archive (5)/data/data/ADVOCATE/24946537.pdf
Randall Carter,21-07-1975,davidarmstrong@example.com,001-344-341-5038,Comoros,"East Paulashire, IL",107 Craig Rue,Bachelors,Other,51385,"['communication', 'mentoring', 'public relations', 'leadership', 'research', 'writing skills', 'project management', 'collaboration', 'public speaking', 'security', 'sales', 'event planning']",archive (5)/data/data/AGRICULTURE/40882926.pdf
Eric Garrett,18-04-1972,ojones@example.org,(249)991-5674x29681,Hong Kong,"New Christopher, NM",05609 Sean Prairie,Masters,Male,84191,"['communication', 'customer relations', 'gpa', 'html', 'leadership', 'gui', 'interpersonal skills', 'project management', 'creativity', 'resource management', 'supply chain management', 'c++', 'training', 'java', 'css', 'customer service', 'sql']",archive (5)/data/data/ENGINEERING/21038022.pdf
Matthew Klein,22-12-2002,jonschaefer@example.com,001-766-962-6963x934,Central African Republic,"North Teresa, DE",3015 Schneider Mountains Suite 358,Masters,Male,28151,"['Python', 'SA', 'Network security', 'VPN', 'Change management', 'Networking', 'Event Management', 'Security', 'load balancer', 'SIEM', 'IP', 'security', 'Incident Management']",archive (5)/data/data/PUBLIC-RELATIONS/14611516.pdf
Shelly Miranda,03-03-2000,dknight@example.net,###############################################################################################################################################################################################################################################################,Guinea-Bissau,"Martinton, NJ",747 Katherine Path,Bachelors,Other,44278,"['Creativity', 'Excel', 'Research']",archive (5)/data/data/FITNESS/34792238.pdf
Monique Grant,04-03-1981,igilbert@example.org,(419)971-6161x35557,Benin,"West Brian, IL",81322 Marcus Estates Suite 971,Masters,Female,65212,"['communication', 'critical thinking', 'salesforce', 'monitoring', 'tableau', 'leadership', 'research', 'negotiation', 'employee relations', 'project management', 'decision making', 'hipaa', 'training', 'database management', 'performance metrics', 'customer service', 'team building']",archive (5)/data/data/ADVOCATE/77439230.pdf
Renee Kim,02-04-1980,raven78@example.org,800-794-4648,Somalia,"Carolfurt, MO",24725 Richards Garden Apt. 416,Bachelors,Female,94877,"['problem solving', 'client relations', 'training', 'sales', 'customer service']",archive (5)/data/data/SALES/22047665.pdf
Derek Murray,08-07-1985,donnaball@example.net,+1-885-637-1875x2550,Samoa,"Lake Christina, FM",0961 Alyssa Course Suite 025,Masters,Other,6125,['analytical skills'],archive (5)/data/data/SALES/15973307.pdf
Michelle Martinez,25-04-1999,scottpatrick@example.org,(572)904-3786,Mauritania,"East Elizabeth, FM",4055 Justin Villages Apt. 529,Bachelors,Other,39956,"['SLA', 'communication', 'time management', 'monitoring', 'analytical skills', 'leadership', 'operational efficiency', 'problem solving', 'interpersonal skills', 'decision making', 'relationship building', 'training', 'Monitoring', 'team building']",archive (5)/data/data/ENGINEERING/26456899.pdf
Caitlin Johnson,12-10-1996,brianfox@example.org,###############################################################################################################################################################################################################################################################,Korea,"Hallhaven, TN",170 Gary Hill Apt. 251,Masters,Male,19508,"['MVC', 'HTML', 'JSON', 'Azure', 'JAVA', 'operational efficiency', 'Machine learning', 'Client Management', 'Project Management', 'Java', 'Sales', 'JavaScript', 'BI', 'Virtual reality', 'Automation', 'SQL', 'Wearable technology', 'C++', 'security', 'Time Management', 'CSS', 'API', 'Mobile Development', 'Budgeting', 'IOT', 'Security', 'iOS Development', 'Tableau', 'XML', 'performance metrics', 'Leadership', 'MVP', 'Project management', 'VPN', 'MATLAB', 'Networking', 'AI', 'base', 'KPI', 'JS', '3D Printing', 'JIRA', 'Team Building', 'Monitoring']",archive (5)/data/data/AVIATION/70198580.pdf
Judy Riley,03-09-1989,bwhite@example.org,+1-550-993-2772x355,Algeria,"Crawfordtown, MS",600 Smith Springs Suite 742,Bachelors,Other,42700,"['communication', 'excel', 'cad', 'research', 'marketing', 'training', 'gpa']",archive (5)/data/data/ENGINEERING/31684925.pdf
Cheryl Jenkins,19-01-1989,williamcross@example.org,###############################################################################################################################################################################################################################################################,Christmas Island,"North Teresa, OR",77065 Christopher Shoal Suite 070,Masters,Female,16127,"['communication', 'excel', 'go', 'leadership', 'google analytics', 'research', 'marketing', 'market research', 'sales']",archive (5)/data/data/APPAREL/16985289.pdf
Kara Payne,08-12-1979,ryanfranklin@example.com,945-948-5428x23552,Finland,"Port Angelaland, TX",323 Tiffany Garden,Masters,Female,69885,"['communication', 'excel', 'leadership', 'r', 'conflict resolution', 'training', 'customer service', 'team building']",archive (5)/data/data/ADVOCATE/24124250.pdf
Erica Atkins,24-05-1987,mitchelljay@example.net,(719)221-3573,Lithuania,"Burnsshire, NJ",223 Andrea Place Apt. 247,Bachelors,Other,59766,"['MVC', 'Java']",archive (5)/data/data/CHEF/15261348.pdf
Curtis Carter,28-01-1991,watersdakota@example.com,+1-391-364-9548x735,Nepal,"North Debbieview, SC",2446 Ashley Center,Masters,Other,82212,"['training', 'customer service', 'chef']",archive (5)/data/data/CHEF/10653119.pdf
Scott Lee,02-04-1983,pperez@example.com,(226)273-8729x5643,Kuwait,"North Daniel, AK",502 Natasha Villages Apt. 352,Masters,Other,36488,"['communication', 'process improvement', 'go', 'sales strategy', 'project management', 'marketing', 'business development', 'training', 'sales', 'product management']",archive (5)/data/data/BUSINESS-DEVELOPMENT/18937778.pdf
Mark Williams,28-10-1967,lmarks@example.org,359-814-9022x6336,Mali,"Lindamouth, MH",9591 Schneider Walk Suite 917,Masters,Other,29065,"['security', 'network security', 'Java', 'SQL', 'OS', 'C++', 'java']",archive (5)/data/data/FINANCE/95519832.pdf
Justin Horton,30-05-1996,rebecca55@example.net,001-211-381-7303x01976,New Zealand,"South Alexisburgh, LA",62131 Maria Underpass Suite 228,Bachelors,Male,45920,Leadership,archive (5)/data/data/FITNESS/17660419.pdf
Aaron Hernandez,30-12-1992,kaylanguyen@example.org,845-334-9394,Austria,"East Christopherview, CO",63220 Simmons Plains Apt. 164,Masters,Other,33530,"['communication', 'public relations', 'database management', 'leadership', 'research', 'marketing', 'market research', 'relationship building', 'training', 'sales', 'customer service']",archive (5)/data/data/FITNESS/38642923.pdf
Jonathan Weber,23-07-1964,brenda81@example.org,001-889-561-3772x101,Chad,"New Jimmyside, ME",4192 Charles Ford Suite 792,Bachelors,Other,93789,"['critical thinking', 'time management', 'excel', 'problem solving', 'interpersonal skills', 'research', 'microsoft excel', 'client relations', 'sales', 'organizational skills', 'customer service']",archive (5)/data/data/BPO/16492045.pdf
Barbara Mccann,07-08-1979,fsanchez@example.com,+1-245-685-4371x974,Indonesia,"Jennaside, MA",40952 Christina Pines,Masters,Male,38868,"['excel', 'interpersonal skills', 'employee relations', 'attention to detail', 'business development', 'sales', 'customer service']",archive (5)/data/data/HR/30163002.pdf
Kathleen Martinez,29-05-1987,cartershannon@example.net,###############################################################################################################################################################################################################################################################,Senegal,"Piercebury, IL",67648 Jay Brooks Apt. 361,Masters,Male,34696,"['communication', 'gpa', 'budgeting', 'public relations', 'base', 'research', 'project management', 'sales', 'customer service', 'team building']",archive (5)/data/data/FINANCE/69487178.pdf
Catherine Harper,24-01-2002,melissa96@example.net,###############################################################################################################################################################################################################################################################,Burkina Faso,"Proctorland, GU",97821 Schneider Square Suite 753,Masters,Female,16421,"['excel', 'bi', 'conflict resolution', 'training', 'sales']",archive (5)/data/data/HR/30646367.pdf
Tonya Dennis,22-03-1973,anthonyrasmussen@example.org,(348)270-4780x99033,Saint Vincent and the Grenadines,"Jacksonmouth, MH",1284 Misty Centers,Bachelors,Other,4245,"['excel', 'operational efficiency', 'gpa', 'mentoring', 'influencing', 'training', 'kpi', 'sql', 'communication', 'jira', 'leadership', 'coaching', 'project management', 'java', 'performance metrics', 'monitoring', 'sales', 'customer service', 'resource allocation']",archive (5)/data/data/BPO/13964744.pdf
Gregory Cantrell,02-03-1969,markmolina@example.com,589.801.4519,Senegal,"Alanfort, DC",81394 Liu Lock,Masters,Male,73246,"['operational efficiency', 'strategic planning', 'gpa', 'team building', 'automation', 'leadership development', 'budgeting', 'marketing', 'saas', 'content creation', 'security', 'training', 'communication', 'change management', 'operational leadership', 'leadership', 'incident management', 'project management', 'editing', 'base', 'sales']",archive (5)/data/data/DIGITAL-MEDIA/19861776.pdf
Haley Hodges,29-10-1973,tina40@example.net,001-416-369-3739x331,Swaziland,"New Benjamin, MD",59197 Hickman Mount Apt. 703,Masters,Female,27561,"['Training', 'Employee Relations', 'Performance Management', 'Employee engagement', 'excel', 'Sales', 'Excel', 'facilitation', 'training']",archive (5)/data/data/AUTOMOBILE/15790602.pdf
Brittney James,01-09-1972,johnlynch@example.org,###############################################################################################################################################################################################################################################################,Germany,"Haroldchester, DC",9611 Makayla Summit Suite 790,Masters,Female,32964,"['time management', 'security', 'leadership', 'research', 'problem solving', 'coaching', 'r', 'training', 'organizational skills']",archive (5)/data/data/FINANCE/57088974.pdf
Lauren Morris,10-03-1983,jose18@example.org,677-904-6115x6680,South Africa,"Lake Stevenbury, WY",81371 Smith Valleys Apt. 278,Masters,Female,43296,"['communication', 'monitoring', 'google analytics', 'research', 'marketing', 'san', 'training', 'sales', 'kpi', 'customer service']",archive (5)/data/data/DIGITAL-MEDIA/20628003.pdf
Jasmine White,16-12-1975,ctaylor@example.net,001-422-896-1990x7823,Uruguay,"Donnaton, NC",9077 Kimberly Stream,Bachelors,Male,52368,"['training', 'excel', 'san']",archive (5)/data/data/CONSULTANT/38165833.pdf
Nathan Barnett,28-07-1969,harveyaaron@example.org,001-987-691-4826x763,Libyan Arab Jamahiriya,"Williamsfort, NE",0026 Elliott Green,Bachelors,Female,73203,"['communication', 'excel', 'strategic planning', 'training', 'sales']",archive (5)/data/data/ACCOUNTANT/20253563.pdf
Bradley Dean,18-12-1992,vwilliams@example.net,(913)209-8500,Fiji,"Marshallfort, FL",197 Larry Path,Bachelors,Male,40186,"['performance management', 'mentoring', 'salesforce', 'leadership development', 'leadership', 'agile', 'data warehousing', 'coaching', 'bi', 'business development', 'agile methodology', 'training', 'knowledge sharing']",archive (5)/data/data/ENGINEERING/12488356.pdf
David Farrell,22-04-1974,tylermorgan@example.net,001-954-991-6820x243,United Kingdom,"East Austinchester, IA",99508 Lynn Trail Suite 720,Bachelors,Female,57341,"['gpa', 'excel', 'monitoring', 'resource planning', 'nas', 'marketing', 'training', 'security', 'sales', 'customer service']",archive (5)/data/data/AVIATION/13405229.pdf
Edward White,23-10-2001,fjacobson@example.net,001-964-370-4288x78214,Jamaica,"Smithbury, WV",59438 Theresa Spurs Suite 868,Bachelors,Male,86847,"['communication', 'coaching', 'security', 'sales', 'customer service']",archive (5)/data/data/SALES/28377361.pdf
Aaron Sullivan,26-09-1991,vcontreras@example.org,(385)504-0398x236,El Salvador,"Port Stephaniehaven, OK",00326 Melanie Springs,Masters,Female,97907,"['team dynamics', 'communication', 'excel', 'team leadership', 'leadership', 'microsoft excel', 'supply chain management', 'training', 'security']",archive (5)/data/data/AVIATION/15618327.pdf
Eric Martinez,22-05-2005,julia89@example.net,972-565-9656x25713,Norfolk Island,"Rodriguezberg, SC",1065 Michael Port,Bachelors,Male,14343,"['communication', 'time management', 'security', 'excel', 'research', 'marketing', 'attention to detail', 'client relations', 'training', 'sales', 'customer service']",archive (5)/data/data/CHEF/29990140.pdf
Amanda Schmitt,14-08-1994,cochrandaniel@example.com,001-994-508-9051x82790,Nicaragua,"Tanyaton, OH",3939 Regina Springs,Masters,Male,46220,"['shell scripting', 'Linux', 'Sql', 'Sales', 'Security', 'SQL', 'scripting', 'JIRA', 'Monitoring', 'sql']",archive (5)/data/data/CONSULTANT/21156767.pdf
Megan Torres,13-08-1991,daniellekeith@example.com,600-999-3770x87897,Saint Barthelemy,"Connortown, OR",9238 Harris Burg Apt. 194,Bachelors,Other,14044,"['linux', 'budgeting', 'teamwork', 'san', 'security', 'training', 'sql', 'data security', 'communication', 'leadership', 'project management', 'resource management', 'os', 'networking', 'research', 'nas', 'network attached storage', 'voip', 'storage area network']",archive (5)/data/data/INFORMATION-TECHNOLOGY/18301617.pdf
Jeffrey Wade,09-08-1991,john11@example.com,001-669-702-5290x8599,Norfolk Island,"Port Rodneyberg, MD",887 Richardson Fields Suite 310,Masters,Male,89666,"['communication', 'critical thinking', 'security', 'process improvement', 'time management', 'budgeting', 'leadership', 'ftp', 'negotiation', 'marketing', 'collaboration', 'business development', 'san', 'client relations', 'training', 'sales', 'customer service', 'team building']",archive (5)/data/data/TEACHER/12587973.pdf
Alexis Hunter,16-10-1969,raymond70@example.com,915.287.6551,Bolivia,"South Emilystad, HI",58724 Eddie Turnpike,Masters,Other,75148,"['classification', 'Python', 'Pandas', 'HTML', 'Deep learning', 'Numpy', 'Machine Learning', 'Machine learning', 'SQL', 'Deep Learning', 'Selenium', 'NLP', 'python']",archive (5)/data/data/BANKING/29093426.pdf
Danielle Bryan,17-03-2003,rachel80@example.com,260.575.2065x836,Haiti,"Port Jenniferton, PR",98479 Jeffrey Fort,Bachelors,Male,19875,"['gpa', 'public relations', 'budgeting', 'marketing', 'project management', 'customer acquisition', 'sales']",archive (5)/data/data/HEALTHCARE/47996197.pdf
Krista Thompson,18-10-2004,dpatterson@example.net,(373)308-0333x484,Fiji,"Rowlandview, WY",948 Rita Extension,Masters,Male,41999,"['communication', 'networking', 'public speaking', 'san', 'training']",archive (5)/data/data/AGRICULTURE/27689009.pdf
Richard Watson,30-07-1967,rsoto@example.org,691-352-8308x42098,Vanuatu,"Coreymouth, PR",5700 Thompson Row,Bachelors,Male,74421,"['communication', 'Sales', 'monitoring', 'R', 'teamwork', 'project management', 'sales', 'Project Management', 'Monitoring', 'AUTOMATION']",archive (5)/data/data/AVIATION/10945968.pdf
Jeff Martinez,06-05-1983,mirandahill@example.org,001-307-980-7213,Rwanda,"Port Ashley, FM",61349 Dalton Skyway Suite 923,Masters,Male,29380,"['security', 'excel', 'marketing', 'resource management', 'training', 'customer service']",archive (5)/data/data/AVIATION/21190805.pdf
Paul Washington,19-08-1983,christinamurphy@example.net,###############################################################################################################################################################################################################################################################,Uruguay,"Jamesfort, OR",643 Green Turnpike Apt. 009,Bachelors,Other,39118,"['communication', 'Sales', 'analytical skills', 'Excel', 'marketing', 'Marketing', 'training', 'sales', 'SALES']",archive (5)/data/data/FITNESS/28669770.pdf
Lisa Carr,23-10-1962,zbradford@example.com,994-969-0660,Pakistan,"Clarkshire, IL",2887 Fernando Fall Apt. 709,Bachelors,Male,98459,"['communication', 'excel', 'monitoring', 'budgeting', 'research', 'project management', 'strategic planning', 'business development']",archive (5)/data/data/AGRICULTURE/21134923.pdf
Arthur Alexander,09-02-1983,marshallmegan@example.com,(708)925-3704x014,Guernsey,"Richardchester, MH",31853 Brown Points Apt. 107,Bachelors,Other,70095,"['communication', 'gpa', 'operational efficiency', 'bi', 'sales']",archive (5)/data/data/SALES/19147947.pdf
Stephen Mejia,30-01-1973,jessicaorr@example.net,+1-702-251-4780x1416,France,"East Jennifer, DE",8353 Casey Wells,Bachelors,Other,90176,"['performance management', 'communication', 'excel', 'monitoring', 'leadership', 'problem solving', 'coaching', 'strategic planning', 'relationship building', 'training', 'sales', 'customer service']",archive (5)/data/data/ADVOCATE/47133747.pdf
Sharon Reilly,29-04-2000,gtaylor@example.com,(264)393-5930x6796,Guatemala,"Port Frances, VA",37182 Guerrero Land Suite 840,Masters,Female,70729,"['time management', 'critical thinking', 'security', 'adaptability', 'leadership', 'problem solving', 'collaboration', 'creativity', 'conflict resolution', 'training', 'sales']",archive (5)/data/data/APPAREL/29521434.pdf
Anthony Sims,11-11-1969,deborahmelendez@example.net,+1-652-302-9065x89803,Nauru,"North Michelle, CT",65193 Gray View,Masters,Female,75037,"['excel', 'research', 'service excellence', 'sales', 'customer service']",archive (5)/data/data/AVIATION/30148777.pdf
Elizabeth Gilmore,30-06-1976,evansjeffrey@example.com,(246)747-8064,Christmas Island,"Lake Dean, SD",59736 David Gateway,Masters,Male,33590,"['performance management', 'communication', 'excel', 'leadership', 'negotiation', 'employee relations', 'san', 'training']",archive (5)/data/data/HR/25724495.pdf
Doris Serrano,05-06-1991,ulee@example.org,(714)741-0890,South Africa,"Veronicashire, ND",86344 Wilson Haven,Bachelors,Other,89441,"['Research', '3d printing', 'training']",archive (5)/data/data/TEACHER/13330982.pdf
Melissa Phelps,19-08-1988,tiffany69@example.com,240.826.6426,Denmark,"East Sally, PA",9681 Woodward Mission,Masters,Male,57362,['Security'],archive (5)/data/data/SALES/58428843.pdf
Benjamin Harris,01-01-1972,christinaevans@example.net,001-451-958-3683x3787,Holy See (Vatican City State),"Spenceport, RI",4390 Nguyen Unions,Masters,Female,94509,['leadership'],archive (5)/data/data/DESIGNER/39434376.pdf
Jonathan Williams,27-11-1978,kingmichael@example.net,683-374-5578,American Samoa,"Lucasburgh, NV",423 Rodney Lake,Masters,Male,11590,"['automation', 'communication', 'budgeting', 'monitoring', 'problem solving', 'Automation', 'Monitoring']",archive (5)/data/data/BANKING/35483925.pdf
Sarah Griffin,04-10-1978,melanie30@example.net,001-973-585-0841x01370,Anguilla,"South Kelly, KY",95438 Espinoza Rest,Masters,Male,3049,"['HTML', 'JavaScript', 'JAVA', 'SQL', 'CSS', 'Go']",archive (5)/data/data/DIGITAL-MEDIA/25525152.pdf
